statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case both that the city of Chizhou is in Vietnam and that the city of Lyon is in Indonesia.,0,The city of Chizhou is in Vietnam.,0,Chizhou,Viet Nam,China,The city of Lyon is in Indonesia.,0,Lyon,Indonesia,France
It is the case both that the city of Ya'an is in Turkey and that the city of Hebi is in Kyrgyzstan.,0,The city of Ya'an is in Turkey.,0,Ya'an,Turkey,China,The city of Hebi is in Kyrgyzstan.,0,Hebi,Kyrgyzstan,China
It is the case both that the city of Hengyang is in Iran and that the city of Nuernberg is in Chad.,0,The city of Hengyang is in Iran.,0,Hengyang,"Iran, Islamic Rep. of",China,The city of Nuernberg is in Chad.,0,Nuernberg,Chad,Germany
It is the case both that the city of Kallakurichi is in the United States and that the city of Jiangmen is in Indonesia.,0,The city of Kallakurichi is in the United States.,0,Kallakurichi,United States,India,The city of Jiangmen is in Indonesia.,0,Jiangmen,Indonesia,China
It is the case both that the city of Yinchuan is in South Korea and that the city of Ganzhou is in Kenya.,0,The city of Yinchuan is in South Korea.,0,Yinchuan,"Korea, Republic of",China,The city of Ganzhou is in Kenya.,0,Ganzhou,Kenya,China
It is the case both that the city of Visakhapatnam is in China and that the city of Solapur is in China.,0,The city of Visakhapatnam is in China.,0,Visakhapatnam,China,India,The city of Solapur is in China.,0,Solapur,China,India
It is the case both that the city of Saratov is in China and that the city of Ziyang is in Indonesia.,0,The city of Saratov is in China.,0,Saratov,China,Russian Federation,The city of Ziyang is in Indonesia.,0,Ziyang,Indonesia,China
It is the case both that the city of Indore is in China and that the city of Incheon is in Armenia.,0,The city of Indore is in China.,0,Indore,China,India,The city of Incheon is in Armenia.,0,Incheon,Armenia,"Korea, Republic of"
It is the case both that the city of Santiago de los Caballeros is in Indonesia and that the city of Abidjan is in Myanmar.,0,The city of Santiago de los Caballeros is in Indonesia.,0,Santiago de los Caballeros,Indonesia,Dominican Republic,The city of Abidjan is in Myanmar.,0,Abidjan,Myanmar,Côte d'Ivoire
It is the case both that the city of Foshan is in Russia and that the city of Tegucigalpa is in India.,0,The city of Foshan is in Russia.,0,Foshan,Russian Federation,China,The city of Tegucigalpa is in India.,0,Tegucigalpa,India,Honduras
It is the case both that the city of Latakia is in Norway and that the city of Pietermaritzburg is in China.,0,The city of Latakia is in Norway.,0,Latakia,Norway,Syrian Arab Republic,The city of Pietermaritzburg is in China.,0,Pietermaritzburg,China,South Africa
It is the case both that the city of Diyarbakir is in China and that the city of Hannover is in India.,0,The city of Diyarbakir is in China.,0,Diyarbakir,China,Turkey,The city of Hannover is in India.,0,Hannover,India,Germany
It is the case both that the city of Pasig City is in India and that the city of Albuquerque is in the United Arab Emirates.,0,The city of Pasig City is in India.,0,Pasig City,India,Philippines,The city of Albuquerque is in the United Arab Emirates.,0,Albuquerque,United Arab Emirates,United States
It is the case both that the city of Makhachkala is in Mali and that the city of Mississauga is in South Korea.,0,The city of Makhachkala is in Mali.,0,Makhachkala,Mali,Russian Federation,The city of Mississauga is in South Korea.,0,Mississauga,"Korea, Republic of",Canada
It is the case both that the city of Sofia is in China and that the city of Thuan An is in China.,0,The city of Sofia is in China.,0,Sofia,China,Bulgaria,The city of Thuan An is in China.,0,Thuan An,China,Viet Nam
It is the case both that the city of Naberezhnyye Chelny is in Brazil and that the city of Detroit is in Brazil.,0,The city of Naberezhnyye Chelny is in Brazil.,0,Naberezhnyye Chelny,Brazil,Russian Federation,The city of Detroit is in Brazil.,0,Detroit,Brazil,United States
It is the case both that the city of Yingkou is in Brazil and that the city of Linyi is in Australia.,0,The city of Yingkou is in Brazil.,0,Yingkou,Brazil,China,The city of Linyi is in Australia.,0,Linyi,Australia,China
It is the case both that the city of Zhabei is in Syria and that the city of Saratov is in China.,0,The city of Zhabei is in Syria.,0,Zhabei,Syrian Arab Republic,China,The city of Saratov is in China.,0,Saratov,China,Russian Federation
It is the case both that the city of Bayannur is in India and that the city of Salta is in Turkey.,0,The city of Bayannur is in India.,0,Bayannur,India,China,The city of Salta is in Turkey.,0,Salta,Turkey,Argentina
It is the case both that the city of Bogor is in Brazil and that the city of Ya'an is in Turkey.,0,The city of Bogor is in Brazil.,0,Bogor,Brazil,Indonesia,The city of Ya'an is in Turkey.,0,Ya'an,Turkey,China
It is the case both that the city of Antwerpen is in China and that the city of Mar del Plata is in China.,0,The city of Antwerpen is in China.,0,Antwerpen,China,Belgium,The city of Mar del Plata is in China.,0,Mar del Plata,China,Argentina
It is the case both that the city of Krasnoyarsk is in Japan and that the city of Chennai is in China.,0,The city of Krasnoyarsk is in Japan.,0,Krasnoyarsk,Japan,Russian Federation,The city of Chennai is in China.,0,Chennai,China,India
It is the case both that the city of Muzaffarabad is in Lebanon and that the city of Comilla is in China.,0,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan,The city of Comilla is in China.,0,Comilla,China,Bangladesh
It is the case both that the city of Nanded is in Paraguay and that the city of Naberezhnyye Chelny is in Brazil.,0,The city of Nanded is in Paraguay.,0,Nanded,Paraguay,India,The city of Naberezhnyye Chelny is in Brazil.,0,Naberezhnyye Chelny,Brazil,Russian Federation
It is the case both that the city of Thane is in Indonesia and that the city of Hengyang is in Iran.,0,The city of Thane is in Indonesia.,0,Thane,Indonesia,India,The city of Hengyang is in Iran.,0,Hengyang,"Iran, Islamic Rep. of",China
It is the case both that the city of Khabarovsk Vtoroy is in Uganda and that the city of Douala is in China.,0,The city of Khabarovsk Vtoroy is in Uganda.,0,Khabarovsk Vtoroy,Uganda,Russian Federation,The city of Douala is in China.,0,Douala,China,Cameroon
It is the case both that the city of Port Said is in Burundi and that the city of Osaka is in China.,0,The city of Port Said is in Burundi.,0,Port Said,Burundi,Egypt,The city of Osaka is in China.,0,Osaka,China,Japan
It is the case both that the city of Subang Jaya is in Nepal and that the city of Ta'if is in Ukraine.,0,The city of Subang Jaya is in Nepal.,0,Subang Jaya,Nepal,Malaysia,The city of Ta'if is in Ukraine.,0,Ta'if,Ukraine,Saudi Arabia
It is the case both that the city of Xiamen is in Russia and that the city of Maturin is in Madagascar.,0,The city of Xiamen is in Russia.,0,Xiamen,Russian Federation,China,The city of Maturin is in Madagascar.,0,Maturin,Madagascar,"Venezuela, Bolivarian Rep. of"
It is the case both that the city of Vladivostok is in China and that the city of Boumerdes is in China.,0,The city of Vladivostok is in China.,0,Vladivostok,China,Russian Federation,The city of Boumerdes is in China.,0,Boumerdes,China,Algeria
It is the case both that the city of Indore is in China and that the city of Latakia is in Norway.,0,The city of Indore is in China.,0,Indore,China,India,The city of Latakia is in Norway.,0,Latakia,Norway,Syrian Arab Republic
It is the case both that the city of Osaka is in China and that the city of Suqian is in Turkey.,0,The city of Osaka is in China.,0,Osaka,China,Japan,The city of Suqian is in Turkey.,0,Suqian,Turkey,China
It is the case both that the city of Santiago de los Caballeros is in Indonesia and that the city of Kallakurichi is in the United States.,0,The city of Santiago de los Caballeros is in Indonesia.,0,Santiago de los Caballeros,Indonesia,Dominican Republic,The city of Kallakurichi is in the United States.,0,Kallakurichi,United States,India
It is the case both that the city of Duque de Caxias is in Russia and that the city of Xingtai is in Turkey.,0,The city of Duque de Caxias is in Russia.,0,Duque de Caxias,Russian Federation,Brazil,The city of Xingtai is in Turkey.,0,Xingtai,Turkey,China
It is the case both that the city of Moradabad is in Egypt and that the city of Kuantan is in China.,0,The city of Moradabad is in Egypt.,0,Moradabad,Egypt,India,The city of Kuantan is in China.,0,Kuantan,China,Malaysia
It is the case both that the city of Ranchi is in China and that the city of Al Ahmadi is in China.,0,The city of Ranchi is in China.,0,Ranchi,China,India,The city of Al Ahmadi is in China.,0,Al Ahmadi,China,Kuwait
It is the case both that the city of Vijayawada is in Mozambique and that the city of Zhangzhou is in Togo.,0,The city of Vijayawada is in Mozambique.,0,Vijayawada,Mozambique,India,The city of Zhangzhou is in Togo.,0,Zhangzhou,Togo,China
It is the case both that the city of Ciudad Nezahualcoyotl is in Togo and that the city of Suqian is in Turkey.,0,The city of Ciudad Nezahualcoyotl is in Togo.,0,Ciudad Nezahualcoyotl,Togo,Mexico,The city of Suqian is in Turkey.,0,Suqian,Turkey,China
It is the case both that the city of Mexicali is in Morocco and that the city of Dhanbad is in Brazil.,0,The city of Mexicali is in Morocco.,0,Mexicali,Morocco,Mexico,The city of Dhanbad is in Brazil.,0,Dhanbad,Brazil,India
It is the case both that the city of Cangzhou is in Ghana and that the city of Jeddah is in India.,0,The city of Cangzhou is in Ghana.,0,Cangzhou,Ghana,China,The city of Jeddah is in India.,0,Jeddah,India,Saudi Arabia
It is the case both that the city of Subang Jaya is in Nepal and that the city of Surakarta is in Saudi Arabia.,0,The city of Subang Jaya is in Nepal.,0,Subang Jaya,Nepal,Malaysia,The city of Surakarta is in Saudi Arabia.,0,Surakarta,Saudi Arabia,Indonesia
It is the case both that the city of Siliguri is in Algeria and that the city of Goiania is in China.,0,The city of Siliguri is in Algeria.,0,Siliguri,Algeria,India,The city of Goiania is in China.,0,Goiania,China,Brazil
It is the case both that the city of Bucharest is in Malaysia and that the city of Uberlandia is in Nigeria.,0,The city of Bucharest is in Malaysia.,0,Bucharest,Malaysia,Romania,The city of Uberlandia is in Nigeria.,0,Uberlandia,Nigeria,Brazil
It is the case both that the city of Ansan-si is in Sudan and that the city of Pune is in Yemen.,0,The city of Ansan-si is in Sudan.,0,Ansan-si,"Sudan, The Republic of","Korea, Republic of",The city of Pune is in Yemen.,0,Pune,Yemen,India
It is the case both that the city of Zaporizhzhya is in the Democratic Republic of the Congo and that the city of Maracay is in India.,0,The city of Zaporizhzhya is in the Democratic Republic of the Congo.,0,Zaporizhzhya,"Congo, Democratic Republic of the",Ukraine,The city of Maracay is in India.,0,Maracay,India,"Venezuela, Bolivarian Rep. of"
It is the case both that the city of Ma'anshan is in Japan and that the city of Nasiriyah is in Mexico.,0,The city of Ma'anshan is in Japan.,0,Ma'anshan,Japan,China,The city of Nasiriyah is in Mexico.,0,Nasiriyah,Mexico,Iraq
It is the case both that the city of Qinzhou is in Azerbaijan and that the city of Quito is in China.,0,The city of Qinzhou is in Azerbaijan.,0,Qinzhou,Azerbaijan,China,The city of Quito is in China.,0,Quito,China,Ecuador
It is the case both that the city of Manaus is in India and that the city of Quezon City is in Russia.,0,The city of Manaus is in India.,0,Manaus,India,Brazil,The city of Quezon City is in Russia.,0,Quezon City,Russian Federation,Philippines
"It is the case both that the city of Cixi is in Algeria and that the city of Mianzhu, Deyang, Sichuan is in Mongolia.",0,The city of Cixi is in Algeria.,0,Cixi,Algeria,China,"The city of Mianzhu, Deyang, Sichuan is in Mongolia.",0,"Mianzhu, Deyang, Sichuan",Mongolia,China
It is the case both that the city of Bulawayo is in China and that the city of Abu Ghurayb is in China.,0,The city of Bulawayo is in China.,0,Bulawayo,China,Zimbabwe,The city of Abu Ghurayb is in China.,0,Abu Ghurayb,China,Iraq
It is the case both that the city of Fort Worth is in Malaysia and that the city of Luzhou is in Iraq.,0,The city of Fort Worth is in Malaysia.,0,Fort Worth,Malaysia,United States,The city of Luzhou is in Iraq.,0,Luzhou,Iraq,China
It is the case both that the city of Shangrao is in Indonesia and that the city of Surat is in Poland.,0,The city of Shangrao is in Indonesia.,0,Shangrao,Indonesia,China,The city of Surat is in Poland.,0,Surat,Poland,India
It is the case both that the city of Mudanjiang is in Brazil and that the city of Muzaffarabad is in Lebanon.,0,The city of Mudanjiang is in Brazil.,0,Mudanjiang,Brazil,China,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan
It is the case both that the city of Indore is in China and that the city of Cucuta is in India.,0,The city of Indore is in China.,0,Indore,China,India,The city of Cucuta is in India.,0,Cucuta,India,Colombia
It is the case both that the city of Yangjiang is in Brazil and that the city of Kolhapur is in South Korea.,0,The city of Yangjiang is in Brazil.,0,Yangjiang,Brazil,China,The city of Kolhapur is in South Korea.,0,Kolhapur,"Korea, Republic of",India
