statement,label,statement1,label1,city1,country1,correct_country1,statement2,label2,city2,country2,correct_country2
It is the case either that the city of Arak is in China or that the city of Vadodara is in Brazil.,0,The city of Arak is in China.,0,Arak,China,"Iran, Islamic Rep. of",The city of Vadodara is in Brazil.,0,Vadodara,Brazil,India
It is the case either that the city of New Kingston is in Germany or that the city of Jinan is in South Africa.,0,The city of New Kingston is in Germany.,0,New Kingston,Germany,Jamaica,The city of Jinan is in South Africa.,0,Jinan,South Africa,China
It is the case either that the city of Herat is in India or that the city of Jilin is in Germany.,0,The city of Herat is in India.,0,Herat,India,Afghanistan,The city of Jilin is in Germany.,0,Jilin,Germany,China
It is the case either that the city of Santo Domingo Este is in Turkey or that the city of Maracay is in India.,0,The city of Santo Domingo Este is in Turkey.,0,Santo Domingo Este,Turkey,Dominican Republic,The city of Maracay is in India.,0,Maracay,India,"Venezuela, Bolivarian Rep. of"
It is the case either that the city of Abu Ghurayb is in China or that the city of Qinzhou is in Azerbaijan.,0,The city of Abu Ghurayb is in China.,0,Abu Ghurayb,China,Iraq,The city of Qinzhou is in Azerbaijan.,0,Qinzhou,Azerbaijan,China
It is the case either that the city of Shaoxing is in Pakistan or that the city of Zarqa is in the Philippines.,0,The city of Shaoxing is in Pakistan.,0,Shaoxing,Pakistan,China,The city of Zarqa is in the Philippines.,0,Zarqa,Philippines,Jordan
It is the case either that the city of Maceio is in South Korea or that the city of Rahim Yar Khan is in Japan.,0,The city of Maceio is in South Korea.,0,Maceio,"Korea, Republic of",Brazil,The city of Rahim Yar Khan is in Japan.,0,Rahim Yar Khan,Japan,Pakistan
It is the case either that the city of Kryvyy Rih is in China or that the city of Kanpur is in China.,0,The city of Kryvyy Rih is in China.,0,Kryvyy Rih,China,Ukraine,The city of Kanpur is in China.,0,Kanpur,China,India
It is the case either that the city of Feira de Santana is in China or that the city of Maoming is in Russia.,0,The city of Feira de Santana is in China.,0,Feira de Santana,China,Brazil,The city of Maoming is in Russia.,0,Maoming,Russian Federation,China
It is the case either that the city of Lyon is in Indonesia or that the city of N'Djamena is in China.,0,The city of Lyon is in Indonesia.,0,Lyon,Indonesia,France,The city of N'Djamena is in China.,0,N'Djamena,China,Chad
It is the case either that the city of Leon de los Aldama is in Sudan or that the city of Dubai is in China.,0,The city of Leon de los Aldama is in Sudan.,0,Leon de los Aldama,"Sudan, The Republic of",Mexico,The city of Dubai is in China.,0,Dubai,China,United Arab Emirates
It is the case either that the city of Brasilia is in Iraq or that the city of Muscat is in Nigeria.,0,The city of Brasilia is in Iraq.,0,Brasilia,Iraq,Brazil,The city of Muscat is in Nigeria.,0,Muscat,Nigeria,Oman
It is the case either that the city of Douala is in China or that the city of Reynosa is in Nicaragua.,0,The city of Douala is in China.,0,Douala,China,Cameroon,The city of Reynosa is in Nicaragua.,0,Reynosa,Nicaragua,Mexico
It is the case either that the city of Bekasi is in Uganda or that the city of Minsk is in China.,0,The city of Bekasi is in Uganda.,0,Bekasi,Uganda,Indonesia,The city of Minsk is in China.,0,Minsk,China,Belarus
It is the case either that the city of Abobo is in China or that the city of San Miguel de Tucuman is in Sweden.,0,The city of Abobo is in China.,0,Abobo,China,Côte d'Ivoire,The city of San Miguel de Tucuman is in Sweden.,0,San Miguel de Tucuman,Sweden,Argentina
It is the case either that the city of Qiqihar is in Argentina or that the city of Bareilly is in Malaysia.,0,The city of Qiqihar is in Argentina.,0,Qiqihar,Argentina,China,The city of Bareilly is in Malaysia.,0,Bareilly,Malaysia,India
It is the case either that the city of Hengyang is in Iran or that the city of Hangzhou is in Thailand.,0,The city of Hengyang is in Iran.,0,Hengyang,"Iran, Islamic Rep. of",China,The city of Hangzhou is in Thailand.,0,Hangzhou,Thailand,China
It is the case either that the city of Kitakyushu is in Russia or that the city of Nasiriyah is in Mexico.,0,The city of Kitakyushu is in Russia.,0,Kitakyushu,Russian Federation,Japan,The city of Nasiriyah is in Mexico.,0,Nasiriyah,Mexico,Iraq
It is the case either that the city of Surakarta is in Saudi Arabia or that the city of Nashik is in Japan.,0,The city of Surakarta is in Saudi Arabia.,0,Surakarta,Saudi Arabia,Indonesia,The city of Nashik is in Japan.,0,Nashik,Japan,India
It is the case either that the city of Shangluo is in South Africa or that the city of Prayagraj is in China.,0,The city of Shangluo is in South Africa.,0,Shangluo,South Africa,China,The city of Prayagraj is in China.,0,Prayagraj,China,India
It is the case either that the city of Guilin is in Algeria or that the city of Zhumadian is in Russia.,0,The city of Guilin is in Algeria.,0,Guilin,Algeria,China,The city of Zhumadian is in Russia.,0,Zhumadian,Russian Federation,China
It is the case either that the city of Iztapalapa is in Indonesia or that the city of Islamabad is in India.,0,The city of Iztapalapa is in Indonesia.,0,Iztapalapa,Indonesia,Mexico,The city of Islamabad is in India.,0,Islamabad,India,Pakistan
It is the case either that the city of Kalininskiy is in South Korea or that the city of Aracaju is in Cuba.,0,The city of Kalininskiy is in South Korea.,0,Kalininskiy,"Korea, Republic of",Russian Federation,The city of Aracaju is in Cuba.,0,Aracaju,Cuba,Brazil
It is the case either that the city of Hanoi is in China or that the city of Ahvaz is in the Philippines.,0,The city of Hanoi is in China.,0,Hanoi,China,Viet Nam,The city of Ahvaz is in the Philippines.,0,Ahvaz,Philippines,"Iran, Islamic Rep. of"
It is the case either that the city of Bareilly is in Malaysia or that the city of Tlalpan is in China.,0,The city of Bareilly is in Malaysia.,0,Bareilly,Malaysia,India,The city of Tlalpan is in China.,0,Tlalpan,China,Mexico
It is the case either that the city of Bamako is in the Dominican Republic or that the city of Tianjin is in India.,0,The city of Bamako is in the Dominican Republic.,0,Bamako,Dominican Republic,Mali,The city of Tianjin is in India.,0,Tianjin,India,China
It is the case either that the city of Tehran is in China or that the city of Chizhou is in Vietnam.,0,The city of Tehran is in China.,0,Tehran,China,"Iran, Islamic Rep. of",The city of Chizhou is in Vietnam.,0,Chizhou,Viet Nam,China
It is the case either that the city of Kunshan is in Iran or that the city of Sapporo is in India.,0,The city of Kunshan is in Iran.,0,Kunshan,"Iran, Islamic Rep. of",China,The city of Sapporo is in India.,0,Sapporo,India,Japan
It is the case either that the city of Zhangye is in Russia or that the city of Hwaseong-si is in Canada.,0,The city of Zhangye is in Russia.,0,Zhangye,Russian Federation,China,The city of Hwaseong-si is in Canada.,0,Hwaseong-si,Canada,"Korea, Republic of"
It is the case either that the city of Dongying is in Afghanistan or that the city of Jiujiang is in India.,0,The city of Dongying is in Afghanistan.,0,Dongying,Afghanistan,China,The city of Jiujiang is in India.,0,Jiujiang,India,China
It is the case either that the city of Stockholm is in China or that the city of Kunshan is in Iran.,0,The city of Stockholm is in China.,0,Stockholm,China,Sweden,The city of Kunshan is in Iran.,0,Kunshan,"Iran, Islamic Rep. of",China
It is the case either that the city of Tyumen is in Mexico or that the city of Suizhou is in France.,0,The city of Tyumen is in Mexico.,0,Tyumen,Mexico,Russian Federation,The city of Suizhou is in France.,0,Suizhou,France,China
It is the case either that the city of Sao Paulo is in Mexico or that the city of Karol Bagh is in the United States.,0,The city of Sao Paulo is in Mexico.,0,Sao Paulo,Mexico,Brazil,The city of Karol Bagh is in the United States.,0,Karol Bagh,United States,India
It is the case either that the city of Bilimora is in South Africa or that the city of Volgograd is in China.,0,The city of Bilimora is in South Africa.,0,Bilimora,South Africa,India,The city of Volgograd is in China.,0,Volgograd,China,Russian Federation
It is the case either that the city of Kota Bharu is in India or that the city of Las Pinas is in China.,0,The city of Kota Bharu is in India.,0,Kota Bharu,India,Malaysia,The city of Las Pinas is in China.,0,Las Pinas,China,Philippines
It is the case either that the city of Bamako is in the Dominican Republic or that the city of Busan is in China.,0,The city of Bamako is in the Dominican Republic.,0,Bamako,Dominican Republic,Mali,The city of Busan is in China.,0,Busan,China,"Korea, Republic of"
It is the case either that the city of San Miguel de Tucuman is in Sweden or that the city of Yaounde is in Brazil.,0,The city of San Miguel de Tucuman is in Sweden.,0,San Miguel de Tucuman,Sweden,Argentina,The city of Yaounde is in Brazil.,0,Yaounde,Brazil,Cameroon
It is the case either that the city of Goyang-si is in Japan or that the city of Campos dos Goytacazes is in Saudi Arabia.,0,The city of Goyang-si is in Japan.,0,Goyang-si,Japan,"Korea, Republic of",The city of Campos dos Goytacazes is in Saudi Arabia.,0,Campos dos Goytacazes,Saudi Arabia,Brazil
It is the case either that the city of Muzaffarabad is in Lebanon or that the city of Madinat an Nasr is in Australia.,0,The city of Muzaffarabad is in Lebanon.,0,Muzaffarabad,Lebanon,Pakistan,The city of Madinat an Nasr is in Australia.,0,Madinat an Nasr,Australia,Egypt
It is the case either that the city of Asuncion is in Nigeria or that the city of Xiangtan is in Brazil.,0,The city of Asuncion is in Nigeria.,0,Asuncion,Nigeria,Paraguay,The city of Xiangtan is in Brazil.,0,Xiangtan,Brazil,China
It is the case either that the city of Hachioji is in China or that the city of Nova Iguacu is in South Korea.,0,The city of Hachioji is in China.,0,Hachioji,China,Japan,The city of Nova Iguacu is in South Korea.,0,Nova Iguacu,"Korea, Republic of",Brazil
It is the case either that the city of Yiwu is in Brazil or that the city of Marseille is in China.,0,The city of Yiwu is in Brazil.,0,Yiwu,Brazil,China,The city of Marseille is in China.,0,Marseille,China,France
It is the case either that the city of Ankara is in Sweden or that the city of Asmara is in Jamaica.,0,The city of Ankara is in Sweden.,0,Ankara,Sweden,Turkey,The city of Asmara is in Jamaica.,0,Asmara,Jamaica,Eritrea
It is the case either that the city of Siliguri is in Algeria or that the city of Sangli is in Indonesia.,0,The city of Siliguri is in Algeria.,0,Siliguri,Algeria,India,The city of Sangli is in Indonesia.,0,Sangli,Indonesia,India
It is the case either that the city of Wuhan is in India or that the city of Hamadan is in China.,0,The city of Wuhan is in India.,0,Wuhan,India,China,The city of Hamadan is in China.,0,Hamadan,China,"Iran, Islamic Rep. of"
It is the case either that the city of Davao is in Egypt or that the city of Shizuoka is in Indonesia.,0,The city of Davao is in Egypt.,0,Davao,Egypt,Philippines,The city of Shizuoka is in Indonesia.,0,Shizuoka,Indonesia,Japan
It is the case either that the city of Bahcelievler is in Nigeria or that the city of Dushanbe is in Zimbabwe.,0,The city of Bahcelievler is in Nigeria.,0,Bahcelievler,Nigeria,Turkey,The city of Dushanbe is in Zimbabwe.,0,Dushanbe,Zimbabwe,Tajikistan
It is the case either that the city of Pikine is in China or that the city of Vijayawada is in Mozambique.,0,The city of Pikine is in China.,0,Pikine,China,Senegal,The city of Vijayawada is in Mozambique.,0,Vijayawada,Mozambique,India
It is the case either that the city of Kalyan is in Iraq or that the city of Kota Kinabalu is in China.,0,The city of Kalyan is in Iraq.,0,Kalyan,Iraq,India,The city of Kota Kinabalu is in China.,0,Kota Kinabalu,China,Malaysia
It is the case either that the city of Shymkent is in Japan or that the city of Mbuji-Mayi is in Ukraine.,0,The city of Shymkent is in Japan.,0,Shymkent,Japan,Kazakhstan,The city of Mbuji-Mayi is in Ukraine.,0,Mbuji-Mayi,Ukraine,"Congo, Democratic Republic of the"
It is the case either that the city of Bulawayo is in China or that the city of Visakhapatnam is in China.,0,The city of Bulawayo is in China.,0,Bulawayo,China,Zimbabwe,The city of Visakhapatnam is in China.,0,Visakhapatnam,China,India
It is the case either that the city of Orenburg is in Japan or that the city of Mississauga is in South Korea.,0,The city of Orenburg is in Japan.,0,Orenburg,Japan,Russian Federation,The city of Mississauga is in South Korea.,0,Mississauga,"Korea, Republic of",Canada
It is the case either that the city of Torreon is in China or that the city of Baku is in China.,0,The city of Torreon is in China.,0,Torreon,China,Mexico,The city of Baku is in China.,0,Baku,China,Azerbaijan
It is the case either that the city of Multan is in Mexico or that the city of South Tangerang is in Russia.,0,The city of Multan is in Mexico.,0,Multan,Mexico,Pakistan,The city of South Tangerang is in Russia.,0,South Tangerang,Russian Federation,Indonesia
It is the case either that the city of Guigang is in Indonesia or that the city of Tashkent is in South Korea.,0,The city of Guigang is in Indonesia.,0,Guigang,Indonesia,China,The city of Tashkent is in South Korea.,0,Tashkent,"Korea, Republic of",Uzbekistan
It is the case either that the city of Cebu City is in Nigeria or that the city of Voronezh is in Poland.,0,The city of Cebu City is in Nigeria.,0,Cebu City,Nigeria,Philippines,The city of Voronezh is in Poland.,0,Voronezh,Poland,Russian Federation
It is the case either that the city of Shymkent is in Japan or that the city of Chengdu is in India.,0,The city of Shymkent is in Japan.,0,Shymkent,Japan,Kazakhstan,The city of Chengdu is in India.,0,Chengdu,India,China
It is the case either that the city of Orumiyeh is in China or that the city of Yongzhou is in Iran.,0,The city of Orumiyeh is in China.,0,Orumiyeh,China,"Iran, Islamic Rep. of",The city of Yongzhou is in Iran.,0,Yongzhou,"Iran, Islamic Rep. of",China
It is the case either that the city of Suez is in Saudi Arabia or that the city of Ciudad Juarez is in Brazil.,0,The city of Suez is in Saudi Arabia.,0,Suez,Saudi Arabia,Egypt,The city of Ciudad Juarez is in Brazil.,0,Ciudad Juarez,Brazil,Mexico
